StudentID,Age,Gender,Program,Year,CGPA,AttendancePercent,Scholarship,DistanceKM,ParentsEducation,FamilyIncome,PlacementStatus,Internship,ExtraCurricularScore,SatisfactionScore,EngagementScore,FeesPendingMonths,ModeOfStudy,CounselingSessions,MentorAssigned,PreviousInstitution,Churn
S018009,21,Female,Civil,3,6.77,71.0,No,12.9,No formal,5-10L,Not Placed,No,5.7,6.1,66,0,Online,1,Yes,Private,0
S018010,16,Male,ECE,3,7.16,96.1,No,13.7,Graduate,2-5L,Not Placed,No,4.1,7.7,64,0,Hybrid,0,Yes,Private,1
S018011,18,Male,CE,4,7.57,77.0,No,4.4,Postgraduate,10-20L,Placed,No,4.9,8.1,83,0,Online,0,Yes,Private,0
S018012,20,Female,ME,2,7.81,100.0,No,11.9,Graduate,2-5L,Placed,Yes,4.2,8.0,57,0,Offline,0,No,Public,1
S018013,21,Male,IT,4,7.57,92.0,No,19.9,No formal,2-5L,Placed,No,5.9,9.6,56,0,Hybrid,1,Yes,Public,0
S018014,19,Male,IT,3,6.93,76.5,No,11.6,Graduate,5-10L,Not Placed,No,4.9,9.8,59,1,Offline,0,Yes,Private,1
S018015,17,Male,ME,1,7.22,61.9,No,19.3,Postgraduate,2-5L,Not Placed,No,10.0,5.1,74,0,Offline,0,Yes,Private,0
S018016,20,Male,ME,1,6.77,77.2,No,14.7,High School,5-10L,Not Placed,No,3.8,9.8,54,0,Online,0,Yes,Public,0
S018017,17,Female,ECE,2,7.59,69.4,No,21.9,No formal,5-10L,Not Placed,No,7.1,6.2,78,0,Offline,1,No,Public,0
S018018,20,Female,IT,2,8.62,80.1,No,8.2,High School,10-20L,Not Placed,Yes,2.4,4.0,62,0,Offline,1,Yes,Private,0
S018019,19,Male,CSE,3,6.21,88.2,No,0.1,Professional,2-5L,Not Placed,No,4.3,6.7,42,1,Offline,0,Yes,Boarding,0
S018020,18,Other,ME,2,6.29,78.7,No,32.5,High School,<2L,Not Placed,No,0.7,8.5,64,0,Hybrid,1,Yes,Public,0
S018021,19,Female,AEIE,3,7.4,66.3,No,7.2,Postgraduate,5-10L,Partially Placed,No,7.6,6.3,72,1,Offline,0,Yes,Junior College,0
S018022,19,Male,ME,3,8.86,77.6,No,16.5,Professional,<2L,Not Placed,Yes,7.4,7.1,68,0,Online,1,Yes,Private,0
S018023,19,Male,CSE,4,6.75,70.8,No,0.9,High School,5-10L,Not Placed,No,7.9,5.6,67,2,Offline,0,Yes,Public,1
S018024,21,Male,CE,1,6.79,67.7,No,4.4,High School,<2L,Not Placed,No,4.9,7.2,49,0,Offline,1,Yes,Private,0
S018025,18,Female,AEIE,3,6.36,73.0,No,19.1,High School,5-10L,Not Placed,Yes,3.8,7.0,67,0,Online,1,Yes,Public,0
S018026,19,Male,IT,4,7.68,68.5,Yes,19.1,High School,<2L,Partially Placed,No,3.6,7.1,75,0,Offline,0,No,Private,0
S018027,19,Male,IT,4,7.57,69.0,No,0.7,Postgraduate,<2L,Placed,No,7.9,8.0,50,1,Offline,3,Yes,Junior College,1
S018028,19,Female,CSE,3,8.21,87.4,No,0.1,High School,<2L,Not Placed,Yes,2.7,6.3,60,0,Online,2,Yes,Boarding,1
S018029,18,Male,EEE,2,7.33,75.8,No,4.3,Graduate,10-20L,Not Placed,Yes,7.4,7.2,61,0,Offline,0,Yes,Junior College,0
S018030,20,Male,ECE,4,5.87,94.7,No,7.0,High School,5-10L,Not Placed,Yes,5.7,8.8,58,0,Online,1,Yes,Public,1
S018031,22,Female,CSE,2,7.02,97.7,No,3.7,High School,>20L,Not Placed,Yes,4.8,6.7,58,0,Online,1,Yes,Public,0
S018032,17,Female,ME,2,7.13,85.8,No,0.9,High School,<2L,Not Placed,No,3.6,7.7,61,0,Offline,0,Yes,Private,0
S018033,20,Female,IT,4,7.34,100.0,No,10.7,High School,<2L,Placed,No,7.1,9.3,80,0,Hybrid,3,Yes,Boarding,0
S018034,16,Female,CE,1,7.22,96.9,No,8.7,High School,2-5L,Not Placed,No,9.5,8.9,52,1,Online,0,Yes,Private,0
S018035,18,Male,Civil,1,5.94,73.6,No,1.9,High School,<2L,Not Placed,No,5.0,5.1,54,2,Online,0,No,Public,0
S018036,21,Female,CSE,1,8.34,81.6,No,11.8,Professional,2-5L,Not Placed,No,6.1,5.1,79,0,Offline,2,No,Public,0
S018037,19,Female,EEE,1,6.89,78.4,No,17.9,No formal,2-5L,Not Placed,No,5.2,6.3,57,0,Offline,1,Yes,Private,0
S018038,20,Female,ME,4,9.11,66.5,No,12.9,High School,10-20L,Placed,No,9.9,4.9,77,0,Hybrid,0,Yes,Public,0
S018039,20,Female,Civil,2,7.28,72.2,No,5.7,High School,2-5L,Not Placed,No,6.7,8.5,69,1,Offline,1,Yes,Public,0
S018040,20,Male,EEE,2,8.18,77.9,No,5.3,High School,<2L,Not Placed,No,4.3,5.7,55,1,Hybrid,1,No,Private,0
S018041,24,Male,Civil,1,6.9,63.9,No,22.5,Graduate,<2L,Not Placed,Yes,4.5,6.1,77,0,Online,1,Yes,Public,0
S018042,19,Female,IT,3,6.83,80.2,Yes,12.3,High School,<2L,Not Placed,No,4.1,4.7,69,2,Online,1,No,Private,0
S018043,19,Female,EEE,2,7.58,100.0,No,9.5,Graduate,2-5L,Not Placed,No,4.2,7.8,57,0,Offline,1,Yes,Private,0
S018044,18,Male,ME,3,7.59,74.1,No,2.0,High School,2-5L,Not Placed,No,6.0,6.7,46,1,Online,0,Yes,Private,1
S018045,20,Male,Civil,3,5.86,72.8,No,3.4,Postgraduate,2-5L,Not Placed,Yes,7.2,2.9,61,0,Offline,0,Yes,Public,0
S018046,20,Male,ECE,1,7.65,85.3,No,2.7,High School,2-5L,Not Placed,No,10.0,6.5,69,3,Hybrid,1,Yes,Private,1
S018047,17,Female,Civil,2,7.58,70.7,No,9.6,Graduate,<2L,Not Placed,Yes,6.5,7.1,39,0,Offline,1,Yes,Public,0
S018048,18,Male,IT,3,7.48,87.9,No,20.7,High School,2-5L,Not Placed,Yes,5.4,6.4,72,0,Offline,0,No,Private,1
S018049,20,Male,AEIE,4,7.36,84.3,Yes,0.3,Graduate,2-5L,Not Placed,No,5.1,9.1,80,0,Offline,1,Yes,Private,0
S018050,21,Male,IT,2,6.48,90.5,No,7.4,High School,10-20L,Not Placed,No,4.0,6.6,65,0,Offline,1,Yes,Private,0
S018051,17,Female,AEIE,4,7.88,75.4,No,15.4,Graduate,<2L,Placed,Yes,4.1,7.5,81,1,Hybrid,1,No,Private,0
S018052,18,Male,Civil,3,7.01,76.2,No,33.3,High School,2-5L,Not Placed,No,3.0,6.1,79,1,Hybrid,1,Yes,Public,1
S018053,19,Male,ME,1,9.02,89.4,Yes,6.7,Graduate,2-5L,Not Placed,No,5.4,5.0,60,1,Offline,1,Yes,Private,0
S018054,21,Female,CSE,4,8.01,91.6,No,9.7,High School,<2L,Not Placed,No,7.2,5.3,61,1,Offline,2,Yes,Private,0
S018055,19,Male,ECE,4,7.93,75.9,No,11.1,Graduate,2-5L,Placed,No,7.6,7.6,54,0,Online,0,Yes,Public,1
S018056,18,Male,Civil,3,7.65,74.3,No,22.3,Graduate,2-5L,Not Placed,Yes,7.6,6.4,57,0,Offline,2,No,Public,0
S018057,21,Female,AEIE,4,6.33,88.0,Yes,12.5,Postgraduate,10-20L,Not Placed,Yes,6.1,6.2,65,0,Offline,0,Yes,Public,0
S018058,20,Male,ECE,1,5.87,86.4,No,14.8,Postgraduate,10-20L,Not Placed,No,6.1,8.0,57,0,Offline,0,Yes,Public,0
S018059,20,Female,CSE,3,7.43,81.2,No,1.0,High School,2-5L,Not Placed,Yes,7.2,8.7,83,0,Offline,2,Yes,Public,0
S018060,18,Female,Civil,1,6.95,67.2,No,21.6,Postgraduate,5-10L,Not Placed,No,6.2,3.8,81,0,Online,0,Yes,Private,1
S018061,19,Male,Civil,3,7.12,86.3,No,3.5,High School,<2L,Not Placed,No,6.2,6.4,78,0,Offline,1,Yes,Public,0
S018062,18,Male,Civil,4,8.6,76.0,No,1.8,Graduate,10-20L,Not Placed,No,3.7,2.9,86,2,Hybrid,1,Yes,Public,1
S018063,18,Male,CE,3,6.39,79.2,Yes,8.2,Professional,5-10L,Not Placed,No,6.6,4.4,47,0,Online,0,Yes,Public,0
S018064,20,Female,ME,2,8.23,82.3,No,7.3,Postgraduate,2-5L,Not Placed,No,5.7,6.2,83,2,Online,0,No,Junior College,0
S018065,21,Male,CSE,4,5.67,69.5,No,17.6,Graduate,>20L,Placed,No,5.9,7.2,75,0,Hybrid,1,Yes,Public,0
S018066,18,Male,IT,2,7.94,82.1,No,6.7,No formal,2-5L,Not Placed,No,5.6,5.4,69,0,Offline,1,Yes,Junior College,0
S018067,21,Male,CSE,2,5.84,84.7,No,9.5,Graduate,2-5L,Not Placed,No,6.1,9.5,51,0,Hybrid,1,Yes,Public,0
S018068,16,Male,EEE,2,7.11,67.4,No,8.2,Graduate,5-10L,Not Placed,No,6.5,7.7,57,0,Offline,0,Yes,Public,0
S018069,20,Male,CSE,4,7.46,73.2,Yes,2.8,High School,2-5L,Not Placed,Yes,5.7,8.2,78,0,Offline,1,Yes,Public,1
S018070,19,Male,AEIE,3,7.75,71.5,No,5.6,Graduate,10-20L,Not Placed,Yes,4.1,9.2,47,0,Offline,0,No,Public,1
S018071,20,Female,Civil,4,7.68,67.6,No,1.8,High School,<2L,Partially Placed,No,5.4,4.9,62,0,Offline,0,Yes,Public,0
S018072,18,Female,CSE,2,6.39,92.5,No,12.0,High School,10-20L,Not Placed,No,1.6,5.6,81,0,Offline,2,Yes,Private,0
S018073,18,Male,IT,4,6.87,70.8,No,8.7,High School,5-10L,Not Placed,No,5.6,9.9,60,0,Online,1,Yes,Other,0
S018074,21,Female,EEE,2,7.26,82.6,No,14.4,Postgraduate,2-5L,Not Placed,No,6.8,7.9,67,0,Offline,0,Yes,Private,0
S018075,21,Male,ME,3,7.96,70.2,Yes,10.8,Graduate,2-5L,Not Placed,No,6.0,6.1,57,1,Hybrid,1,No,Public,1
S018076,16,Male,Civil,2,6.78,93.1,No,16.7,High School,2-5L,Not Placed,No,6.0,9.4,66,1,Hybrid,0,Yes,Public,1
S018077,21,Male,ME,2,8.1,58.5,No,3.1,High School,<2L,Not Placed,Yes,7.4,6.1,70,0,Offline,2,No,Junior College,1
S018078,20,Male,CSE,3,6.74,62.6,No,30.8,High School,2-5L,Partially Placed,No,6.2,7.2,60,0,Offline,0,Yes,Junior College,0
S018079,20,Female,ECE,4,7.63,66.3,No,3.8,Graduate,5-10L,Not Placed,No,4.4,6.1,81,0,Offline,0,Yes,Private,0
S018080,23,Male,ME,4,7.81,86.0,No,1.3,Postgraduate,2-5L,Placed,Yes,6.3,6.4,83,0,Offline,0,No,Junior College,0
S018081,20,Male,EEE,2,6.82,92.5,Yes,3.2,High School,2-5L,Placed,No,6.9,7.8,82,1,Offline,1,Yes,Public,0
S018082,21,Female,ECE,3,6.92,89.4,No,2.3,Postgraduate,2-5L,Not Placed,No,9.1,6.8,81,0,Offline,0,Yes,Public,0
S018083,20,Male,CSE,2,6.52,75.6,No,12.9,Graduate,>20L,Not Placed,Yes,6.0,6.9,43,0,Offline,0,Yes,Public,0
S018084,18,Male,AEIE,4,6.51,72.0,No,17.7,Professional,<2L,Not Placed,No,3.2,6.9,83,1,Offline,0,Yes,Other,0
S018085,19,Male,AEIE,3,7.12,87.0,No,0.5,High School,2-5L,Placed,Yes,4.2,7.7,57,1,Offline,0,No,Public,0
S018086,20,Male,ME,1,8.44,75.1,No,19.1,Graduate,<2L,Not Placed,No,3.7,6.4,85,0,Offline,0,Yes,Public,1
S018087,17,Male,ME,4,7.28,100.0,Yes,23.5,Graduate,<2L,Not Placed,Yes,8.1,6.8,90,0,Offline,2,No,Public,0
S018088,20,Female,ECE,3,6.9,80.2,Yes,28.0,Professional,10-20L,Not Placed,No,2.1,4.9,68,1,Offline,0,Yes,Public,0
S018089,18,Male,AEIE,2,8.97,64.9,No,5.8,High School,2-5L,Not Placed,No,6.7,4.7,78,2,Online,1,Yes,Public,0
S018090,22,Female,ME,1,6.92,83.4,No,22.9,High School,2-5L,Not Placed,Yes,7.2,2.7,58,0,Offline,1,No,Boarding,0
S018091,21,Female,CSE,4,7.34,97.4,No,13.1,Professional,<2L,Placed,No,10.0,8.9,79,1,Online,1,Yes,Private,0
S018092,22,Female,CSE,3,7.46,87.1,Yes,1.6,Graduate,2-5L,Not Placed,No,2.9,7.6,56,0,Offline,3,No,Public,0
S018093,21,Female,ME,2,9.01,76.0,No,6.8,High School,<2L,Partially Placed,Yes,6.3,6.3,44,0,Offline,3,No,Other,0
S018094,20,Male,CSE,2,6.49,77.2,No,15.9,Graduate,2-5L,Not Placed,No,5.2,7.9,68,2,Hybrid,0,Yes,Public,0
S018095,18,Female,IT,1,7.6,83.5,No,12.9,Graduate,5-10L,Not Placed,No,5.4,7.3,73,0,Offline,1,No,Junior College,0
S018096,21,Female,CE,3,7.61,92.9,No,7.2,Postgraduate,<2L,Not Placed,No,4.5,4.6,37,0,Online,1,Yes,Private,1
S018097,18,Male,ME,1,6.31,65.0,No,6.1,Graduate,<2L,Not Placed,No,8.1,8.3,65,1,Online,0,Yes,Private,0
S018098,20,Male,ECE,4,5.84,84.8,No,1.8,High School,>20L,Placed,Yes,8.3,9.3,56,0,Offline,1,Yes,Public,0
S018099,22,Female,ECE,3,6.94,67.3,Yes,15.7,Professional,2-5L,Not Placed,Yes,6.1,5.9,59,1,Online,0,No,Public,0
S018100,20,Male,ME,4,7.71,82.4,No,9.4,High School,5-10L,Not Placed,No,2.6,8.9,40,0,Offline,2,Yes,Private,0
S018101,20,Male,Civil,3,5.57,73.3,No,6.4,High School,<2L,Not Placed,Yes,7.1,9.0,65,0,Hybrid,1,No,Other,0
S018102,19,Male,ME,3,8.11,59.9,Yes,16.6,Postgraduate,10-20L,Not Placed,No,7.5,5.5,72,0,Offline,0,Yes,Junior College,1
S018103,23,Female,EEE,3,7.5,72.4,No,6.4,Graduate,2-5L,Not Placed,No,4.7,3.4,84,0,Offline,0,Yes,Private,1
S018104,19,Other,Civil,1,6.75,93.1,No,0.9,High School,<2L,Not Placed,No,4.3,8.5,63,0,Offline,1,No,Public,0
S018105,21,Female,Civil,3,7.36,69.3,No,3.8,Professional,10-20L,Not Placed,Yes,6.2,6.2,58,0,Offline,2,No,Junior College,0
S018106,18,Male,CSE,4,6.42,98.1,No,19.6,High School,>20L,Not Placed,No,3.0,7.7,54,0,Offline,0,Yes,Public,0
S018107,22,Female,ECE,4,8.92,78.5,No,5.8,Graduate,<2L,Partially Placed,No,4.9,6.2,56,0,Offline,3,Yes,Public,0
S018108,22,Male,AEIE,2,7.4,69.2,No,24.3,No formal,5-10L,Not Placed,No,3.9,9.7,51,1,Hybrid,1,Yes,Public,1
S018109,21,Female,EEE,1,6.8,76.0,No,3.3,Graduate,<2L,Partially Placed,Yes,4.9,3.8,50,0,Offline,1,Yes,Private,0
S018110,19,Female,CE,2,6.73,83.7,No,29.1,High School,2-5L,Not Placed,No,2.3,7.2,59,0,Offline,1,Yes,Public,0
S018111,21,Female,CE,2,6.81,84.6,Yes,0.7,Postgraduate,2-5L,Placed,No,7.5,6.5,56,1,Offline,1,No,Private,0
S018112,19,Female,ECE,4,8.13,58.0,No,5.5,Postgraduate,<2L,Not Placed,Yes,2.3,7.5,74,0,Offline,1,Yes,Public,0
S018113,20,Female,ECE,3,6.73,88.7,No,8.0,High School,2-5L,Not Placed,Yes,10.0,6.5,83,0,Hybrid,1,Yes,Public,0
S018114,19,Female,IT,4,6.03,79.7,No,9.3,Graduate,<2L,Placed,No,6.2,4.7,60,0,Offline,3,No,Public,0
S018115,23,Female,CSE,2,7.73,69.3,Yes,9.8,Graduate,5-10L,Not Placed,No,3.0,8.3,78,1,Offline,1,Yes,Junior College,1
S018116,18,Male,CSE,1,6.73,64.6,Yes,6.0,Postgraduate,2-5L,Not Placed,Yes,3.9,5.7,66,0,Online,2,Yes,Boarding,0
S018117,17,Female,CSE,4,8.26,78.6,No,9.6,Graduate,2-5L,Not Placed,No,6.4,7.8,63,0,Online,0,Yes,Boarding,0
S018118,21,Female,AEIE,3,7.15,79.2,No,10.2,Graduate,2-5L,Not Placed,Yes,9.7,5.2,66,0,Offline,0,Yes,Boarding,0
S018119,22,Female,ECE,4,8.05,73.7,No,7.7,High School,5-10L,Placed,No,6.0,6.3,76,0,Offline,0,Yes,Public,0
S018120,20,Male,CE,1,6.22,67.3,No,19.9,High School,<2L,Not Placed,Yes,9.2,5.2,83,1,Offline,0,Yes,Private,1
S018121,18,Other,CE,1,6.61,82.7,No,11.1,Professional,>20L,Placed,Yes,3.3,6.5,79,0,Hybrid,0,Yes,Private,0
S018122,19,Male,Civil,1,8.47,61.8,No,0.9,Graduate,5-10L,Not Placed,No,8.8,6.7,59,0,Online,0,Yes,Junior College,0
S018123,22,Male,CE,1,7.62,66.7,Yes,7.3,Graduate,2-5L,Not Placed,No,9.0,5.5,66,1,Hybrid,1,Yes,Private,0
S018124,20,Female,CSE,1,6.54,91.4,No,14.2,Graduate,2-5L,Not Placed,No,5.8,4.1,51,0,Online,1,No,Private,0
S018125,20,Female,CSE,2,7.45,85.8,No,26.9,Graduate,<2L,Not Placed,No,8.3,6.9,69,1,Offline,1,Yes,Private,0
S018126,18,Male,CE,4,6.67,89.2,No,10.3,High School,>20L,Not Placed,No,6.2,6.7,52,0,Online,1,No,Private,1
S018127,20,Female,ECE,1,5.71,56.0,No,7.3,No formal,2-5L,Not Placed,No,3.6,5.6,62,3,Offline,0,No,Private,0
S018128,18,Male,ECE,2,7.56,76.7,No,8.7,Postgraduate,5-10L,Partially Placed,Yes,3.2,8.3,66,2,Offline,0,Yes,Private,0
S018129,19,Male,IT,2,7.18,71.4,No,22.1,Postgraduate,2-5L,Not Placed,No,8.1,6.1,81,0,Online,2,Yes,Junior College,0
S018130,19,Male,ECE,4,6.45,84.6,No,16.7,High School,2-5L,Placed,No,6.2,8.2,64,0,Online,0,Yes,Private,0
S018131,18,Male,AEIE,1,6.46,72.8,No,11.0,Graduate,2-5L,Partially Placed,No,4.5,6.4,63,0,Offline,0,Yes,Private,0
S018132,18,Female,CSE,3,8.16,85.8,No,10.9,No formal,2-5L,Placed,No,5.4,6.5,57,1,Online,1,Yes,Private,0
S018133,19,Female,ME,3,6.76,79.8,No,6.6,High School,>20L,Placed,No,8.9,7.4,68,0,Offline,0,No,Public,0
S018134,19,Female,CSE,4,8.62,97.9,No,12.3,Postgraduate,2-5L,Partially Placed,Yes,1.6,8.8,51,1,Hybrid,0,No,Private,0
S018135,23,Female,IT,2,7.67,81.2,No,5.5,Postgraduate,<2L,Not Placed,No,9.6,4.6,76,0,Offline,0,Yes,Private,0
S018136,20,Male,ME,3,6.82,93.5,No,24.3,High School,5-10L,Not Placed,No,6.5,2.8,49,0,Offline,1,Yes,Public,0
S018137,21,Female,Civil,2,7.71,66.7,No,16.8,Graduate,10-20L,Not Placed,Yes,5.3,7.9,74,0,Hybrid,0,Yes,Public,0
S018138,19,Male,CE,1,7.28,72.7,No,14.3,High School,2-5L,Not Placed,No,3.1,7.2,89,0,Offline,0,Yes,Private,0
S018139,19,Female,CSE,4,7.93,81.4,No,6.8,Postgraduate,2-5L,Placed,No,4.4,8.2,53,0,Offline,0,Yes,Public,0
S018140,19,Male,EEE,2,7.55,76.4,No,8.0,Postgraduate,2-5L,Not Placed,No,5.6,7.3,78,0,Online,0,Yes,Private,0
S018141,19,Female,ECE,3,6.76,73.3,No,9.7,Professional,5-10L,Not Placed,No,5.3,8.0,65,1,Offline,2,No,Private,0
S018142,21,Male,ECE,1,6.84,63.1,No,3.7,Postgraduate,2-5L,Not Placed,No,5.7,9.2,71,2,Offline,2,Yes,Junior College,0
S018143,18,Male,Civil,4,6.14,72.6,Yes,15.8,Graduate,2-5L,Placed,No,2.4,8.5,57,0,Offline,1,Yes,Other,0
S018144,18,Female,AEIE,2,6.91,80.3,Yes,14.0,High School,2-5L,Not Placed,No,0.6,6.2,61,0,Online,0,Yes,Private,0
S018145,20,Female,CSE,2,7.09,64.5,No,18.4,No formal,2-5L,Not Placed,No,6.0,8.1,52,0,Hybrid,1,Yes,Private,0
S018146,20,Male,AEIE,3,9.18,82.3,No,9.8,High School,10-20L,Not Placed,No,3.5,7.4,85,0,Online,0,Yes,Private,0
S018147,19,Male,IT,2,6.66,88.1,Yes,12.5,High School,<2L,Placed,Yes,8.2,7.4,61,0,Offline,0,Yes,Public,0
S018148,19,Female,AEIE,3,6.94,75.3,No,0.3,Graduate,2-5L,Not Placed,No,7.6,6.4,59,0,Offline,0,Yes,Public,0
S018149,15,Male,IT,3,6.02,73.4,No,4.1,Postgraduate,5-10L,Not Placed,No,7.9,6.6,68,0,Offline,1,No,Private,0
S018150,18,Female,CE,2,7.08,70.2,No,10.1,Graduate,2-5L,Not Placed,No,4.5,7.5,83,0,Online,1,No,Other,0
S018151,20,Male,CSE,2,7.17,91.1,No,2.2,High School,<2L,Placed,Yes,6.8,4.0,52,1,Online,0,Yes,Other,0
S018152,20,Other,AEIE,1,7.56,79.3,No,10.3,Graduate,5-10L,Not Placed,No,6.7,4.6,80,1,Hybrid,0,Yes,Private,0
S018153,19,Male,IT,4,8.41,78.0,No,12.1,High School,5-10L,Placed,No,8.1,6.4,69,0,Hybrid,0,No,Private,0
S018154,21,Female,IT,2,8.25,90.7,No,1.6,Postgraduate,5-10L,Not Placed,No,10.0,5.6,89,2,Offline,1,Yes,Private,0
S018155,20,Male,EEE,3,6.81,100.0,No,29.4,Postgraduate,2-5L,Not Placed,Yes,6.2,6.5,70,0,Offline,0,Yes,Private,0
S018156,18,Male,AEIE,3,7.02,82.7,No,19.9,High School,<2L,Not Placed,No,3.8,5.0,72,0,Offline,1,No,Junior College,0
S018157,22,Male,IT,2,7.01,66.8,No,4.8,High School,2-5L,Not Placed,No,1.0,6.2,77,0,Online,0,No,Private,0
S018158,18,Male,CSE,2,5.38,79.8,No,13.0,Postgraduate,2-5L,Not Placed,No,7.5,5.3,65,1,Offline,2,Yes,Public,0
S018159,18,Male,Civil,3,7.03,67.5,No,7.6,Graduate,5-10L,Not Placed,Yes,8.2,7.5,69,0,Offline,1,Yes,Junior College,0
S018160,20,Male,AEIE,1,8.1,91.1,No,20.2,Graduate,2-5L,Not Placed,Yes,1.8,10.0,64,0,Hybrid,0,Yes,Public,0
S018161,19,Female,Civil,3,9.09,88.1,No,19.5,Graduate,2-5L,Not Placed,No,4.8,4.9,79,0,Hybrid,1,Yes,Private,0
S018162,19,Male,ME,1,6.04,73.6,Yes,2.2,Graduate,2-5L,Not Placed,No,7.1,5.0,76,0,Offline,3,Yes,Other,0
S018163,19,Male,CE,1,7.67,63.4,Yes,6.2,High School,5-10L,Not Placed,Yes,5.6,6.2,62,1,Hybrid,0,Yes,Public,0
S018164,20,Female,EEE,1,7.67,66.1,No,9.0,High School,2-5L,Not Placed,Yes,4.0,5.6,96,1,Offline,1,Yes,Private,0
S018165,19,Female,CSE,4,7.92,77.8,No,13.2,High School,2-5L,Not Placed,No,3.7,6.1,77,0,Online,0,Yes,Public,0
S018166,18,Female,EEE,1,7.57,50.0,No,6.3,Graduate,2-5L,Placed,No,9.7,6.2,73,0,Hybrid,0,Yes,Private,1
S018167,20,Male,CE,2,8.21,66.6,Yes,23.5,Postgraduate,2-5L,Not Placed,No,6.3,6.8,69,0,Offline,0,Yes,Other,0
S018168,22,Male,IT,2,8.09,84.1,No,1.1,Postgraduate,5-10L,Not Placed,No,7.8,5.4,45,0,Offline,1,Yes,Boarding,0
S018169,20,Female,ME,3,6.26,82.7,No,13.4,Graduate,<2L,Not Placed,No,8.7,6.8,82,0,Offline,1,No,Private,0
S018170,21,Male,EEE,3,6.31,76.7,No,16.0,High School,<2L,Not Placed,No,0.9,6.4,62,0,Offline,2,Yes,Private,0
S018171,20,Male,AEIE,1,7.05,78.8,No,11.7,Postgraduate,10-20L,Not Placed,No,7.1,8.3,51,0,Online,0,Yes,Public,0
S018172,21,Male,IT,3,6.73,89.5,Yes,2.6,High School,>20L,Not Placed,No,4.7,7.1,65,2,Hybrid,2,No,Private,0
S018173,21,Male,CE,2,7.68,71.3,No,1.4,Professional,2-5L,Not Placed,Yes,3.0,5.6,58,0,Online,2,Yes,Public,0
S018174,19,Female,CE,2,6.6,76.5,Yes,7.5,Graduate,2-5L,Not Placed,No,7.9,7.3,77,0,Online,1,No,Public,0
S018175,20,Male,CE,1,7.27,59.2,No,7.9,High School,5-10L,Not Placed,No,4.9,6.0,67,0,Offline,0,No,Public,0
S018176,16,Male,ME,3,6.25,75.9,No,12.0,Graduate,10-20L,Not Placed,Yes,6.5,5.1,41,0,Offline,1,No,Public,0
S018177,19,Female,Civil,2,7.8,88.2,No,20.6,High School,<2L,Placed,No,7.2,6.4,56,0,Offline,1,Yes,Private,0
S018178,16,Male,ECE,1,6.44,72.3,No,12.9,High School,5-10L,Not Placed,No,9.1,3.5,61,1,Offline,1,Yes,Private,1
S018179,20,Female,IT,1,7.45,78.9,No,5.5,Graduate,2-5L,Not Placed,No,8.1,9.5,76,1,Hybrid,2,Yes,Junior College,0
S018180,23,Male,ECE,1,7.2,89.2,No,11.8,High School,10-20L,Not Placed,No,9.3,8.6,65,0,Online,0,Yes,Public,0
S018181,17,Female,CSE,1,7.39,81.3,No,3.0,Graduate,5-10L,Not Placed,No,3.0,8.4,55,1,Hybrid,0,Yes,Public,0
S018182,18,Male,IT,1,7.74,72.4,No,18.7,High School,2-5L,Not Placed,No,7.0,7.5,85,0,Offline,0,Yes,Private,0
S018183,21,Female,CE,4,5.43,84.4,No,24.6,Postgraduate,<2L,Placed,No,8.2,6.9,70,0,Offline,0,Yes,Public,0
S018184,18,Male,ME,4,7.97,83.1,No,25.3,Graduate,2-5L,Not Placed,No,10.0,9.3,60,0,Online,0,No,Public,0
S018185,21,Male,Civil,1,7.15,63.0,No,18.7,Postgraduate,2-5L,Not Placed,Yes,7.0,9.1,67,1,Offline,1,Yes,Boarding,1
S018186,21,Female,Civil,3,7.48,77.8,No,2.6,Graduate,2-5L,Not Placed,No,4.2,5.4,71,1,Hybrid,1,Yes,Private,1
S018187,21,Male,Civil,2,7.64,74.9,No,5.1,Graduate,>20L,Not Placed,No,3.9,6.1,58,1,Online,2,Yes,Private,0
S018188,19,Male,ME,2,8.04,81.0,No,11.9,Postgraduate,<2L,Not Placed,Yes,8.5,6.9,66,0,Offline,1,No,Private,0
S018189,21,Female,CE,1,8.25,87.5,Yes,5.4,High School,<2L,Not Placed,Yes,6.3,4.0,59,1,Offline,1,Yes,Private,0
S018190,23,Male,CE,3,6.34,77.4,No,12.3,Postgraduate,<2L,Not Placed,No,3.6,5.4,62,0,Online,1,No,Other,0
S018191,18,Female,IT,3,6.72,81.0,No,1.7,Graduate,<2L,Not Placed,Yes,5.0,7.7,52,1,Offline,0,Yes,Private,1
S018192,21,Male,CSE,2,8.07,94.7,No,10.7,High School,<2L,Not Placed,No,7.0,7.5,55,0,Offline,0,Yes,Public,0
S018193,20,Male,ECE,3,7.26,88.4,Yes,3.2,High School,5-10L,Not Placed,No,6.4,6.5,44,1,Online,1,No,Public,0
S018194,18,Male,AEIE,3,7.4,90.0,No,2.9,Postgraduate,10-20L,Not Placed,No,5.0,4.7,74,1,Offline,1,No,Public,0
S018195,18,Female,CE,2,5.95,75.6,No,19.5,High School,10-20L,Not Placed,No,4.9,8.2,71,0,Online,0,Yes,Boarding,0
S018196,24,Male,ECE,2,9.0,73.7,No,14.4,Postgraduate,<2L,Not Placed,Yes,8.6,5.3,78,1,Offline,0,No,Public,0
